Date,Open,High,Low,Close,Adj Close,Volume
2014-01-08,94.169998,94.599998,93.879997,94.160004,82.117950,9096700
2014-01-09,94.940002,95.379997,94.089996,94.730003,82.615044,7944700
2014-01-10,94.639999,94.980003,94.139999,94.739998,82.623772,6697400
2014-01-13,94.370003,94.989998,94.059998,94.500000,82.414459,9589200
2014-01-14,94.599998,94.900002,94.320000,94.720001,82.606331,7567300
2014-01-15,94.650002,95.269997,94.510002,94.800003,82.676094,7390700
2014-01-16,94.599998,95.089996,94.230003,94.639999,82.536560,8401100
2014-01-17,94.720001,95.169998,94.379997,95.059998,82.902832,13714400
2014-01-21,94.930000,95.099998,92.620003,94.029999,82.004578,16368400
2014-01-22,93.989998,94.550003,93.540001,94.320000,82.257492,8875500
2014-01-23,93.739998,93.800003,92.410004,92.739998,80.879532,9322300
2014-01-24,92.120003,92.610001,90.610001,90.610001,79.021950,10604200
2014-01-27,90.300003,90.760002,89.849998,89.940002,78.437645,8685200
2014-01-28,90.580002,90.599998,89.790001,90.099998,78.577171,8254400
2014-01-29,89.470001,89.709999,88.529999,88.900002,77.530663,11160100
2014-01-30,89.620003,89.779999,89.010002,89.500000,78.053917,6874900
2014-01-31,89.010002,89.339996,88.150002,88.470001,77.155640,12193800
2014-02-03,88.750000,88.779999,86.610001,86.779999,75.681770,13944600
2014-02-04,86.930000,87.279999,86.089996,86.620003,75.542236,11436400
2014-02-05,86.489998,87.669998,86.480003,87.279999,76.117844,10667300
2014-02-06,87.629997,88.760002,87.550003,88.750000,77.399818,10037900
2014-02-07,88.919998,90.040001,88.610001,90.040001,78.524857,9435100
2014-02-10,90.239998,91.080002,89.800003,91.070000,79.423119,8080200
2014-02-11,91.089996,92.970001,90.949997,92.970001,81.080147,11556300
2014-02-12,92.949997,92.989998,91.949997,92.419998,80.600471,7696100
2014-02-13,92.000000,92.620003,91.709999,92.559998,80.722565,5926000
2014-02-14,92.599998,92.949997,92.029999,92.760002,80.896996,5485100
2014-02-18,92.769997,92.849998,92.089996,92.169998,80.382439,6926500
2014-02-19,92.150002,92.750000,91.570000,91.639999,79.920227,7693400
2014-02-20,91.690002,92.730003,91.309998,92.379997,80.565590,8160100
2014-02-21,91.860001,92.250000,91.449997,91.519997,80.389908,7381500
2014-02-24,91.449997,92.059998,91.099998,91.110001,80.029785,8406700
2014-02-25,91.589996,91.870003,90.660004,91.110001,80.029785,6383400
2014-02-26,91.110001,91.540001,90.769997,91.110001,80.029785,6334100
2014-02-27,91.160004,91.419998,90.750000,91.360001,80.249374,7040300
2014-02-28,91.419998,92.639999,91.059998,92.120003,80.916939,9643700
2014-03-03,91.129997,91.980003,90.830002,91.559998,80.425034,7506700
2014-03-04,92.470001,93.459999,92.250000,93.339996,81.988579,8796300
2014-03-05,93.269997,93.300003,92.379997,92.589996,81.329796,6842500
2014-03-06,93.190002,93.650002,92.820000,92.889999,81.593307,7718300
2014-03-07,93.370003,93.480003,92.690002,93.320000,81.971001,6792000
2014-03-10,93.169998,93.489998,92.790001,93.449997,82.085182,4878200
2014-03-11,93.709999,93.750000,93.089996,93.489998,82.120323,5837200
2014-03-12,92.820000,93.620003,92.650002,93.599998,82.216957,6154900
2014-03-13,93.849998,94.199997,92.980003,93.000000,81.689919,7659400
2014-03-14,92.879997,93.440002,92.459999,92.809998,81.523026,7337800
2014-03-17,93.260002,94.180000,93.180000,93.930000,82.506828,5872600
2014-03-18,93.900002,94.239998,93.480003,93.940002,82.515617,5891900
2014-03-19,93.889999,94.360001,92.919998,93.589996,82.208168,5937600
2014-03-20,93.519997,94.190002,92.959999,94.120003,82.673721,5727400
2014-03-21,94.769997,95.930000,93.879997,95.930000,84.263603,23988800
2014-03-24,95.300003,95.430000,94.540001,95.199997,83.622368,13944100
2014-03-25,95.699997,97.699997,95.699997,97.379997,85.537247,14167300
2014-03-26,97.510002,98.470001,97.050003,97.050003,85.247391,11215100
2014-03-27,97.080002,97.699997,96.260002,97.279999,85.449409,8694600
2014-03-28,97.510002,98.220001,96.959999,97.440002,85.589966,8816000
2014-03-31,98.000000,98.599998,97.610001,98.230003,86.283882,7545700
2014-04-01,98.309998,98.680000,97.370003,97.940002,86.029144,7068500
2014-04-02,98.010002,98.389999,97.370003,98.230003,86.283882,7995600
2014-04-03,97.970001,98.339996,97.529999,98.260002,86.310257,5471200
2014-04-04,98.620003,99.379997,98.320000,98.419998,86.450775,10309700
2014-04-07,98.389999,99.360001,97.830002,97.889999,85.985214,11409200
2014-04-08,98.029999,98.730003,97.500000,98.059998,86.134560,9601800
2014-04-09,98.419998,99.000000,97.779999,98.949997,86.916328,8921300
2014-04-10,98.860001,98.930000,96.519997,96.540001,84.799400,9667800
2014-04-11,96.199997,97.199997,96.050003,96.870003,85.089264,8710700
2014-04-14,97.279999,97.360001,96.250000,97.139999,85.326447,8617200
2014-04-15,98.449997,99.209999,98.050003,99.199997,87.135918,13999100
2014-04-16,99.570000,99.709999,98.070000,98.750000,86.740639,11308000
2014-04-17,98.690002,99.650002,98.690002,98.959999,86.925110,9153500
2014-04-21,99.010002,100.129997,98.669998,100.000000,87.838638,7031400
2014-04-22,100.000000,100.750000,99.739998,100.180000,87.996727,7937900
2014-04-23,100.239998,100.559998,99.919998,100.220001,88.031891,5876000
2014-04-24,100.239998,100.370003,99.550003,99.959999,87.803497,6149900
2014-04-25,99.970001,100.260002,99.400002,99.790001,87.654190,5895900
2014-04-28,100.559998,101.500000,100.120003,101.339996,89.015671,8792900
2014-04-29,101.629997,101.980003,100.959999,101.029999,88.743370,7811200
2014-04-30,100.839996,101.669998,100.699997,101.290001,88.971748,8513600
2014-05-01,100.769997,101.029999,99.930000,100.529999,88.304176,6590500
2014-05-02,100.169998,100.379997,98.879997,99.309998,87.232529,8744200
2014-05-05,99.290001,100.169998,99.040001,100.000000,87.838638,5438200
